# Date:     2019-03-06 15:23:46
# Database: cvs
# Target:   lmc_cepheids
# Query:    I>=8 and I<=30 
# Objects:  3344
# Columns:
# ID	Field	StarID	I	V	P_1	dP_1	A_1
 0798	 119.5	54238	13.908	14.799	10.7104361	0.0000367	0.240
 0799	 118.8	51245	15.331	15.933	1.9131261	0.0000018	0.226
 0800	 118.7	13	13.627	14.435	12.6361498	0.0000256	0.611
 0801	 119.6	63203	12.852	13.737	21.2623680	0.0002848	0.729
 0802	 125.4	16401	15.476	16.125	2.9125537	0.0000046	0.488
 0803	 118.6	42409	15.023	15.651	2.6533766	0.0000107	0.170
 0804	 125.4	16404	15.359	16.141	3.2985065	0.0000057	0.361
 0805	 125.3	18108	14.564	15.309	5.9178016	0.0000154	0.482
 0806	 125.3	18153	15.586	16.353	2.9476616	0.0000056	0.323
 0807	 123.1	16350	15.606	16.258	2.3936111	0.0000019	0.548
 0808	 118.5	31831	15.135	15.922	4.1560599	0.0000373	0.113
 0809	 120.8	7557	15.280	15.824	1.9674550	0.0000063	0.203
 0810	 123.3	16562	17.738	18.165	0.3426423	0.0000004	0.191
 0811	 124.1	32820	15.217	15.793	2.0719401	0.0000049	0.276
 0812	 119.5	12961	13.700	14.593	12.1955622	0.0000179	0.568
 0813	 118.7	20	13.814	14.544	5.9140491	0.0000189	0.168
 0814	 120.8	7608	16.065	16.524	0.7759558	0.0000041	0.053
 0815	 123.1	16274	15.271	16.040	3.4493423	0.0000081	0.281
 0816	 121.8	31360	14.838	15.478	2.8070867	0.0000090	0.254
 0817	 121.6	12998	15.441	16.000	1.8736645	0.0000041	0.234
 0818	 123.2	16132	15.489	16.182	2.7122162	0.0000054	0.455
 0819	 118.8	51202	12.983	14.032	22.3172391	0.0000797	0.573
 0820	 124.3	14665	13.534	14.420	16.8364426	0.0001106	0.524
 0821	 118.8	11	12.610	13.751	25.8032221	0.0001132	0.471
 0822	 121.7	11254	15.705	16.438	2.5325212	0.0000028	0.426
 0823	 119.7	12485	15.480	16.224	2.9925263	0.0000070	0.280
 0824	 124.3	14678	14.863	15.575	4.3632336	0.0000070	0.517
 0825	 118.8	51224	14.155	14.992	7.8447462	0.0000277	0.280
 0826	 117.7	30	15.630	16.348	1.8370967	0.0000061	0.168
 0827	 117.8	77	16.633	17.258	1.1530145	0.0000016	0.330
 0828	 123.4	14464	15.601	16.284	2.5567605	0.0000030	0.518
 0829	 120.6	8703	16.344	17.063	1.5807080	0.0000016	0.444
 0830	 124.4	30810	14.982	15.738	4.3386109	0.0000103	0.365
 0831	 118.8	62498	13.857	14.679	9.7126059	0.0000189	0.398
 0832	 119.8	54091	14.903	15.587	3.8928031	0.0000118	0.228
 0833	 118.6	8877	14.420	15.279	7.4913252	0.0000415	0.118
 0834	 121.7	36616	15.492	16.263	3.0030108	0.0000037	0.457
 0835	 117.8	10	14.462	15.246	4.5627359	0.0001564	0.224
 0836	 123.3	15890	15.872	16.485	1.3211148	0.0000030	0.207
 0837	 119.5	12977	13.923	14.599	5.7773189	0.0000077	0.300
 0838	 121.7	36620	15.038	15.736	3.8684348	0.0000046	0.549
 0839	 119.6	12540	15.237	15.890	2.1932763	0.0000035	0.240
 0840	 116.7	76	15.519	16.200	2.7146787	0.0000027	0.560
 0841	 119.7	66330	15.425	16.120	2.0458664	0.0000036	0.179
 0842	 121.5	14247	14.587	15.251	5.1455766	0.0000093	0.541
 0843	 119.6	66004	14.475	15.498	8.3621989	0.0000147	0.370
 0844	 119.5	26580	13.033	13.876	17.2101636	0.0002369	0.718
 0845	 121.8	31385	14.940	15.702	4.4187671	0.0000090	0.492
 0846	 118.6	49696	13.991	14.881	9.0511441	0.0000238	0.480
 0847	 118.8	12267	13.304	14.331	20.6393663	0.0000554	0.671
 0848	 118.7	56173	13.394	14.220	15.9891376	0.0000639	0.743
 0849	 121.8	14377	15.126	15.788	2.2752771	0.0000088	0.228
 0850	 121.8	14378	14.867	15.568	4.4134953	0.0000109	0.529
 0851	 116.7	91	15.592	16.344	2.6819949	0.0000029	0.457
 0852	 121.5	50925	14.977	15.694	4.3348380	0.0000071	0.569
 0853	 119.6	78394	16.032	17.059	3.0274023	0.0000025	0.434
 0854	 116.6	6	13.890	14.696	9.0484300	0.0000532	0.268
 0855	 121.6	20908	15.492	16.096	1.8333552	0.0000054	0.256
 0856	 119.6	78401	16.551	17.059	1.1846325	0.0000045	0.203
 0857	 117.6	37124	16.269	16.954	1.4631213	0.0001011	0.006
 0858	 119.6	25979	15.354	16.081	3.2112416	0.0000027	0.393
 0859	 119.6	25980	14.760	15.405	3.1158718	0.0000062	0.220
 0860	 117.8	8748	15.397	16.088	3.0721008	0.0000035	0.548
 0861	 120.5	61766	16.145	16.867	1.8308075	0.0000021	0.429
 0862	 119.7	79215	15.282	16.191	3.0408745	0.0000036	0.336
 0863	 118.8	62554	15.551	16.379	3.2755943	0.0000054	0.303
 0864	 117.8	44575	15.577	16.249	1.8946328	0.0000063	0.219
 0865	 120.8	15166	14.611	15.285	3.4389989	0.0000219	0.100
 0866	 119.7	79222	15.150	15.881	3.4495422	0.0000021	0.541
 0867	 117.6	37434	18.173	18.885	0.3346711	0.0000008	0.129
 0868	 121.6	49764	15.299	15.949	2.1606586	0.0000088	0.197
 0869	 116.6	41	14.948	15.625	4.0508613	0.0000041	0.650
 0870	 118.5	7417	15.596	16.154	1.6518979	0.0000044	0.204
 0871	 118.6	18271	14.278	15.197	9.1077784	0.0003243	0.056
 0872	 121.6	49769	14.670	15.303	3.4809181	0.0000239	0.210
 0873	 122.4	52	15.008	-99.99	4.4667392	0.0000838	0.268
 0874	 116.5	132	15.557	16.157	1.6343103	0.0000412	0.024
 0875	 121.7	17585	14.592	15.335	3.9539065	0.0000278	0.244
 0876	 115.7	145	15.825	16.540	1.6640004	0.0000045	0.183
 0877	 116.7	48	14.841	15.595	3.7833789	0.0000136	0.548
 0878	 121.7	17589	13.921	14.752	9.7225505	0.0000586	0.361
 0879	 118.7	21828	15.760	16.212	2.0705158	0.0000175	0.114
 0880	 119.7	79341	16.174	16.904	1.2766174	0.0000024	0.120
 0881	 119.7	27480	17.883	18.572	0.3599473	0.0000006	0.136
 0882	 121.5	50950	14.853	15.651	4.7893406	0.0000147	0.360
 0883	 122.4	416	16.852	17.401	0.6435517	0.0000016	0.108
 0884	 119.7	79202	14.116	14.824	7.7072622	0.0000101	0.582
 0885	 117.7	8559	15.961	16.879	2.7539193	0.0000033	0.559
 0886	 118.7	21779	14.887	15.617	4.3807875	0.0000031	0.446
 0887	 117.8	8777	15.319	15.898	1.7731980	0.0000015	0.282
 0888	 118.7	66003	13.973	14.800	9.3692526	0.0000255	0.274
 0889	 120.7	60355	14.826	15.606	3.1684025	0.0000031	0.300
 0890	 122.4	82	15.456	16.089	1.9319344	0.0000053	0.192
 0891	 121.2	20	14.852	15.490	2.9240710	0.0000215	0.208
 0892	 117.7	49492	15.623	16.234	1.6211473	0.0000035	0.213
 0893	 118.5	45800	15.662	16.284	2.4156302	0.0000010	0.620
 0894	 116.5	61	14.994	15.646	3.5260282	0.0000316	0.174
 0895	 118.7	66039	15.559	16.301	2.0167274	0.0000030	0.157
 0896	 121.2	25	15.244	15.892	3.4383827	0.0000057	0.497
 0897	 118.8	74827	17.871	18.399	0.3003524	0.0000003	0.128
 0898	 119.6	40418	15.263	15.924	2.2695074	0.0000025	0.271
 0899	 119.7	41636	15.254	16.011	3.5101468	0.0000022	0.417
 0900	 116.5	67	15.209	15.850	2.1863313	0.0000079	0.205
 0901	 122.4	229	16.219	16.805	1.4215738	0.0000048	0.425
 0902	 117.7	49480	14.913	15.464	2.4150144	0.0000053	0.232
 0903	 117.6	44459	15.891	16.659	1.6176422	0.0000045	0.148
 0904	 118.5	15042	15.843	16.575	2.6352742	0.0000019	0.546
 0905	 118.5	14958	14.142	14.740	4.9235188	0.0000318	0.105
 0906	 118.7	66042	15.459	16.063	1.7547286	0.0000017	0.266
 0907	 115.8	79	14.716	15.364	3.0142482	0.0000192	0.193
 0908	 119.7	41644	15.277	15.986	3.3926236	0.0000020	0.561
 0909	 121.2	30167	15.974	16.486	1.2204780	0.0000023	0.267
 0910	 122.4	102	14.856	15.403	2.5933062	0.0000079	0.227
 0911	 115.6	82	15.210	-99.99	2.0786849	0.0000230	0.202
 0912	 119.5	93014	16.133	16.802	1.4176303	0.0000018	0.172
 0913	 116.5	12962	15.444	15.951	1.5856702	0.0000024	0.286
 0914	 122.1	45	15.605	-99.99	2.4829813	0.0000099	0.725
 0915	 118.8	85640	14.186	15.001	7.3956155	0.0000099	0.399
 0916	 119.6	91373	16.062	16.764	1.3695732	0.0000067	0.088
 0917	 119.5	93027	16.233	16.920	1.6231946	0.0000014	0.235
 0918	 121.4	47	14.794	15.460	2.8113554	0.0000084	0.246
 0919	 117.8	53596	14.735	15.472	4.8656653	0.0000040	0.492
 0920	 115.8	15370	16.507	17.176	0.9834008	0.0000020	0.183
 0921	 115.6	14981	15.345	15.933	1.7939720	0.0000033	0.249
 0922	 116.5	12883	14.147	14.908	8.6224134	0.0000944	0.301
 0923	 116.7	13346	13.411	14.236	12.0640534	0.0000582	0.561
 0924	 120.2	21	14.757	15.387	2.9496251	0.0000051	0.190
 0925	 122.2	56	15.287	15.904	2.0454887	0.0000097	0.156
 0926	 119.6	91296	14.878	15.637	4.6759385	0.0000042	0.536
 0927	 117.7	49474	13.983	14.826	9.0635372	0.0000345	0.425
 0928	 119.6	40441	15.545	16.083	1.6626326	0.0000022	0.216
 0929	 122.3	96	15.465	16.099	1.9076911	0.0000038	0.273
 0930	 117.7	49512	15.819	16.820	3.4276053	0.0000053	0.556
 0931	 118.5	23110	14.376	15.067	5.8135077	0.0000051	0.465
 0932	 116.6	12576	15.405	16.025	1.8846798	0.0000045	0.239
 0933	 115.6	14990	15.341	15.977	2.8947503	0.0000025	0.632
 0934	 121.2	30142	14.789	15.521	5.0658972	0.0000118	0.545
 0935	 119.6	101320	12.957	13.884	21.1177721	0.0003835	0.567
 0936	 118.6	29152	14.151	14.978	8.3340528	0.0000111	0.461
 0937	 117.7	49519	15.533	16.255	2.7825555	0.0000217	0.263
 0938	 118.7	77581	15.201	15.925	3.5089327	0.0000026	0.440
 0939	 115.7	14854	15.483	16.202	2.8617351	0.0000047	0.358
 0940	 121.2	36964	15.219	16.094	4.4418470	0.0000154	0.523
 0941	 115.5	14135	16.228	16.847	1.7272543	0.0000024	0.490
 0942	 121.4	39539	16.587	17.303	1.0399032	0.0000021	0.182
 0944	 121.3	7423	15.660	16.373	1.9960259	0.0000155	0.230
 0946	 118.8	85656	14.126	14.808	4.6548917	0.0000136	0.147
 0947	 117.8	26519	15.344	16.029	1.9880055	0.0000036	0.185
 0948	 118.7	34808	15.373	16.028	2.0429745	0.0000033	0.172
 0949	 118.7	77545	13.594	14.379	12.9166525	0.0000334	0.668
 0950	 119.1	81	15.868	16.539	1.5176674	0.0000015	0.249
 0951	 115.5	14063	15.375	15.992	3.1133949	0.0000055	0.536
 0952	 115.5	14065	15.384	16.075	3.1232335	0.0000050	0.474
 0953	 122.4	139	15.137	15.823	2.4364391	0.0000096	0.173
 0954	 117.6	51980	15.481	16.159	2.7910040	0.0000038	0.438
 0955	 121.2	7798	15.294	15.874	1.9385791	0.0000073	0.133
 0956	 118.1	22	14.880	15.486	3.8348556	0.0000134	0.247
 0957	 120.2	39	15.533	16.273	2.8084690	0.0000017	0.455
 0958	 122.4	330	15.895	16.764	1.9405690	0.0000065	0.198
 0959	 117.7	25160	14.886	-99.99	3.0967095	0.0000341	0.248
 0960	 115.5	14078	15.432	16.141	2.9312990	0.0000051	0.421
 0961	 119.4	53553	15.155	15.868	3.7113392	0.0000023	0.502
 0962	 121.1	6787	14.962	15.169	3.9275982	0.0001109	0.127
 0963	 118.4	36644	13.901	14.704	8.7133296	0.0000137	0.476
 0964	 116.5	12938	15.386	16.008	2.7935481	0.0000031	0.573
 0965	 119.3	438	16.653	17.443	0.8340484	0.0000009	0.131
 0967	 117.7	57881	15.611	16.423	2.8733404	0.0000154	0.248
 0968	 120.4	58070	16.547	17.235	0.9764875	0.0000009	0.158
 0969	 118.2	56616	13.679	14.600	12.7218273	0.0000372	0.492
 0970	 118.2	56618	13.240	14.201	17.4594234	0.0000671	0.516
 0971	 118.3	77	14.845	15.612	4.8125975	0.0000070	0.563
 0972	 117.1	36644	15.060	15.892	4.5089533	0.0000362	0.420
 0973	 119.4	16880	12.864	14.052	10.4656437	0.0003067	0.205
 0974	 115.5	14088	15.256	15.907	3.1934139	0.0000047	0.527
 0975	 118.3	25	13.669	14.558	12.6202409	0.0000589	0.462
 0976	 116.8	14030	15.371	16.093	3.1649374	0.0000072	0.437
 0977	 119.2	63384	15.218	16.058	4.0329591	0.0000042	0.332
 0978	 118.2	56622	13.829	14.816	10.5200613	0.0000498	0.249
 0979	 118.2	56626	14.023	14.732	5.3009290	0.0000146	0.187
 0980	 119.3	68952	15.253	15.925	2.1585096	0.0000022	0.228
 0981	 118.1	146	15.867	16.580	1.4661086	0.0000024	0.116
 0982	 119.1	59870	16.289	16.948	1.1637389	0.0000010	0.177
 0983	 120.1	40723	18.123	18.714	0.3268180	0.0000003	0.129
 0984	 121.1	12587	15.490	16.526	4.3828189	0.0000119	0.379
 0985	 115.5	15321	17.559	18.277	0.4470572	0.0000022	0.189
 0986	 118.1	9292	12.407	13.349	31.0504909	0.0004820	0.751
 0987	 116.3	49	14.740	15.349	2.8656602	0.0000121	0.237
 0988	 115.5	14099	15.041	15.595	2.3684925	0.0000244	0.226
 0989	 121.2	15621	15.511	16.192	2.6900476	0.0000027	0.500
 0990	 117.2	38590	15.088	15.798	3.8150888	0.0000076	0.429
 0991	 118.2	70099	14.795	15.543	3.4525257	0.0000126	0.117
 0993	 122.4	24325	15.213	15.928	3.4408528	0.0000034	0.531
 0994	 115.3	19	15.054	15.848	4.2402700	0.0000131	0.422
 0995	 119.4	14011	15.869	16.762	1.8363241	0.0000024	0.162
 0996	 122.4	24251	14.833	15.446	2.7458485	0.0000154	0.114
 0997	 115.4	35	14.805	15.579	4.5081961	0.0000118	0.457
 0998	 122.4	24482	15.954	16.700	2.1675545	0.0000021	0.582
 1000	 115.3	22	15.467	16.182	1.9667735	0.0000090	0.166
 1001	 117.1	8	13.470	14.363	14.4668998	0.0000335	0.514
 1002	 122.4	24331	15.400	16.210	3.5159166	0.0000042	0.584
 1003	 115.3	25	15.081	15.847	4.0034053	0.0000120	0.378
 1004	 118.3	12884	15.200	15.927	3.7447799	0.0000022	0.461
 1005	 121.2	15627	15.289	15.924	2.0418013	0.0000074	0.243
 1006	 122.4	24332	15.402	16.167	3.2665755	0.0000032	0.562
 1007	 120.2	18021	16.666	17.287	0.8220614	0.0000006	0.173
 1008	 122.4	24333	15.421	15.940	1.6032156	0.0000022	0.244
 1009	 118.4	9542	14.858	15.661	4.9075190	0.0000058	0.419
 1010	 122.4	24256	14.891	15.610	4.8033783	0.0000104	0.454
 1011	 118.1	11972	15.033	15.754	4.2042147	0.0000037	0.538
 1012	 118.4	9518	14.796	15.602	5.1908547	0.0000062	0.458
 1013	 115.4	43	15.136	15.890	3.7564946	0.0000068	0.390
 1014	 121.1	12594	15.439	16.191	2.2810530	0.0000073	0.211
 1015	 122.4	24335	14.958	15.716	4.3321972	0.0000045	0.613
 1016	 116.4	234	16.921	17.455	0.5970184	0.0000007	0.226
 1017	 117.3	253	17.617	18.217	0.4454301	0.0000012	0.192
 1018	 115.2	35	15.525	16.128	2.3576186	0.0000019	0.606
 1019	 118.3	57437	14.884	15.637	4.6703255	0.0000039	0.487
 1020	 119.3	13683	15.210	16.069	4.0986788	0.0000032	0.441
 1021	 116.2	49	14.984	15.582	2.4130931	0.0000093	0.248
 1022	 121.4	15983	14.778	15.603	5.0224773	0.0000119	0.366
 1023	 122.4	24840	16.899	17.441	0.5947076	0.0000009	0.264
 1024	 122.4	24341	15.384	15.993	1.8416626	0.0000032	0.223
 1025	 121.3	45663	15.487	16.159	2.7256807	0.0000028	0.506
 1026	 118.1	60651	17.482	17.982	0.4146549	0.0000003	0.209
 1027	 119.3	13802	16.203	16.902	1.2181252	0.0000011	0.207
